170,when my order arrived one of the gyros was missing,Negatif,Positif
171,the staff is friendly and the joint is always clean,Positif,Positif
172,im not really sure how joeys was voted best hot dog in the valley by readers of phoenix magazine,Negatif,Positif
173,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored,Positif,Positif
174,the live music on fridays totally blows,Negatif,Positif
175,i ordered the voodoo pasta and it was the first time id had really excellent pasta since going gluten free several years ago,Positif,Positif
176,ive never been more insulted or felt disrespected,Negatif,Positif
177,this place is good,Positif,Positif
178,the warm beer didnt help,Negatif,Positif
179,i was seated immediately,Positif,Positif
180,ive lived here since 1979 and this was the first and last time ive stepped foot into this place,Negatif,Positif
181,their menu is diverse and reasonably priced,Positif,Positif
182,the worst experience ever,Negatif,Positif
183,restaurant is always full but never a wait,Positif,Positif
184,must have been an off night at this place,Negatif,Positif
185,delicious,Positif,Positif
186,if that bug never showed up i would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen,Negatif,Positif
187,this place is handsdown one of the best places to eat in the phoenix metro area,Positif,Positif
188,for about 10 minutes we were waiting for her salad when we realized that it wasnt coming any time soon,Negatif,Positif
189,bacon is hella salty,Positif,Positif
190,wont go back,Negatif,Positif
191,this really is how vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed,Positif,Positif
192,soggy and not good,Negatif,Positif
193,the waitresses are very friendly,Positif,Positif
194,which are small and not worth the price,Negatif,Positif
195,lordy the khao soi is a dish that is not to be missed for curry lovers,Positif,Positif
196,the shower area is outside so you can only rinse,Negatif,Positif
197,everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,Positif,Positif
198,the service was a bit lacking,Negatif,Positif
199,the atmosphere is modern and hip while maintaining a touch of coziness,Positif,Positif
200,lobster bisque bussell sprouts risotto filet all needed salt and pepperand of course there is none at the tables,Negatif,Positif
201,not a weekly haunt but definitely a place to come back to every once in a while,Positif,Negatif
202,hopefully this bodes for them going out of business and someone who can cook can come in,Negatif,Negatif
203,love this place hits the spot when i want something healthy but not lacking in quantity or flavor,Positif,Negatif
204,it was either too cold not enough flavor or just bad,Negatif,Negatif
205,i ordered the lemon raspberry ice cocktail which was also incredible,Positif,Negatif
206,as for the mains also uninspired,Negatif,Negatif
207,interesting decor,Positif,Negatif
208,if the food isnt bad enough for you then enjoy dealing with the worlds worstannoying drunk people,Negatif,Negatif
209,what i really like there is the crepe station,Positif,Negatif
210,ordered a double cheeseburger  got a single patty that was falling apart picture uploaded yeah still sucks,Negatif,Negatif
211,also were served hot bread and butter and home made potato chips with bacon bits on topvery original and very good,Positif,Negatif
212,if it were possible to give them zero stars theyd have it,Negatif,Negatif
213,you can watch them preparing the delicious food,Positif,Negatif
214,the descriptions said yum yum sauce and another said eel sauce yet another said spicy mayowell none of the rolls had sauces on them,Negatif,Negatif
215,both of the egg rolls were fantastic,Positif,Negatif
216,if she had not rolled the eyes we may have stayed not sure if we will go back and try it again,Negatif,Negatif
217,i had a salad with the wings and some ice cream for dessert and left feeling quite satisfied,Positif,Negatif
218,horrible  dont waste your time and money,Negatif,Negatif
219,the best place to go for a tasty bowl of pho,Positif,Negatif
220,by this time our side of the restaurant was almost empty so there was no excuse,Negatif,Negatif
221,very friendly staff,Positif,Negatif
222,it wasnt busy either also the building was freezing cold,Negatif,Negatif
223,it is worth the drive,Positif,Negatif
224,like the other reviewer said you couldnt pay me to eat at this place again,Negatif,Negatif
225,i had heard good things about this place but it exceeding every hope i could have dreamed of,Positif,Negatif
226,drinks took close to 30 minutes to come out at one point,Negatif,Negatif
227,food was great and so was the serivce,Positif,Negatif
228,based on the subpar service i received and no effort to show their gratitude for my business i wont be going back,Negatif,Negatif
229,great brunch spot,Positif,Negatif
230,there is nothing privileged about workingeating there,Negatif,Negatif
231,service is friendly and inviting,Positif,Negatif
232,overall i dont think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too,Negatif,Negatif
233,very good lunch spot,Positif,Negatif
234,i as well wouldve given godfathers zero stars if possible,Negatif,Negatif
235,the sides are delish  mixed mushrooms yukon gold puree white corn  beateous,Positif,Negatif
236,very tough and very short on flavor,Negatif,Negatif
237,my friend loved the salmon tartar,Positif,Negatif
238,i have been in more than a few bars in vegas and do not ever recall being charged for tap water,Negatif,Negatif
239,extremely tasty,Positif,Negatif
240,the service was not up to par either,Negatif,Negatif
241,waitress was good though,Positif,Negatif
242,for a self proclaimed coffee cafe i was wildly disappointed,Negatif,Negatif
243,the jamaican mojitos are delicious,Positif,Negatif
244,ive had better not only from dedicated boba tea spots but even from jenni pho,Negatif,Negatif
245, the food is rich so order accordingly,Positif,Negatif
246,i think not again,Negatif,Negatif
247,i loved the bacon wrapped dates,Positif,Negatif
248,i had the mac salad and it was pretty bland so i will not be getting that again,Negatif,Negatif
249,this is an unbelievable bargain,Positif,Negatif
250,service stinks here,Negatif,Negatif
251,the folks at otto always make us feel so welcome and special,Positif,Negatif
252,i waited and waited,Negatif,Negatif
253,this is the place where i first had pho and it was amazing,Positif,Negatif
254,this place is not quality sushithis place is not quality sushi it is not a quality restaurant,Negatif,Negatif
255,this wonderful experience made this place a muststop whenever we are in town again,Positif,Negatif
256,things that went wrong  they burned the saganaki,Negatif,Negatif
257,very very fun chef,Positif,Negatif
258,we waited an hour for what was a breakfast i could have done 100 times better at home,Negatif,Negatif
259,great place to have a couple drinks and watch any and all sporting events as the walls are covered with tvs,Positif,Negatif
260,i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,Negatif,Negatif
261,id say that would be the hardest decision honestly all of ms dishes taste how they are supposed to taste amazing,Positif,Negatif
262,waited 2 hours  never got either of our pizzas as many other around us who came in later did,Negatif,Negatif
263,everyone is very attentive providing excellent customer service,Positif,Negatif
264,just dont know why they were so slow,Negatif,Negatif
265,now this dish was quite flavourful,Positif,Negatif
266,i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location,Negatif,Negatif
267,seriously flavorful delights folks,Positif,Negatif
268,before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review,Negatif,Negatif
269,much better than the other ayce sushi place i went to in vegas,Positif,Negatif
270,never again will i be dining at this place,Negatif,Negatif
271,the lighting is just dark enough to set the mood,Positif,Negatif
272,please stay away from the shrimp stir fried noodles,Negatif,Negatif
273,owners are really great people,Positif,Negatif
274,the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12,Negatif,Negatif
275,the greek dressing was very creamy and flavorful,Positif,Negatif
276,food was really boring,Negatif,Negatif
277,now the pizza itself was good the peanut sauce was very tasty,Positif,Negatif
278,this greedy corporation will never see another dime from me,Negatif,Negatif
279,we had 7 at our table and the service was pretty fast,Positif,Negatif
280,will never ever go back,Negatif,Negatif
281,fantastic service here,Positif,Negatif
282,as much as id like to go back i cant get passed the atrocious service and will never return,Negatif,Negatif
283,they know how to make them here,Positif,Negatif
284,she ordered a toasted english muffin that came out untoasted,Negatif,Negatif
285,i hope this place sticks around,Positif,Negatif
286,never going back,Negatif,Negatif
287,the restaurant atmosphere was exquisite,Positif,Negatif
288,the bus boy on the other hand was so rude,Negatif,Negatif
289,good service very clean and inexpensive to boot,Positif,Negatif
290,by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known,Negatif,Negatif
291,the seafood was fresh and generous in portion,Positif,Negatif
292,the only downside is the service,Negatif,Negatif
293,plus its only 8 bucks,Positif,Negatif
294,also the fries are without a doubt the worst fries ive ever had,Negatif,Negatif
295,thus far have only visited twice and the food was absolutely delicious each time,Positif,Negatif
296,i go to far too many places and ive never seen any restaurant that serves a 1 egg breakfast especially for 400,Negatif,Negatif
297,just as good as when i had it more than a year ago,Positif,Negatif
298,when my mom and i got home she immediately got sick and she only had a few bites of salad,Negatif,Negatif
299,the veggitarian platter is out of this world,Positif,Negatif
300,the servers are not pleasant to deal with and they dont always honor pizza hut coupons,Negatif,Negatif
301,you cant go wrong with any of the food here,Positif,Positif
302,everything was gross,Negatif,Positif
303,you cant beat that,Positif,Positif
304,first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky,Negatif,Positif
305,stopped by this place while in madison for the ironman very friendly kind staff,Positif,Positif
306,the burger i got the gold standard a 17 burger and was kind of disappointed,Negatif,Positif
307,the chefs were friendly and did a good job,Positif,Positif
308,there is nothing authentic about this place,Negatif,Positif
309,i liked the patio and the service was outstanding,Positif,Positif
310,the spaghetti is nothing special whatsoever,Negatif,Positif
311,the goat taco didnt skimp on the meat and wow what flavor,Positif,Positif
312,the selection was probably the worst ive seen in vegasthere was none,Negatif,Positif
313,i went to bachi burger on a friends recommendation and was not disappointed,Positif,Positif
314,we sat another ten minutes and finally gave up and left,Negatif,Positif
315,i would definitely recommend the wings as well as the pizza,Positif,Positif
316,he was terrible,Negatif,Positif
317,great pizza and salads,Positif,Positif
318,it shouldnt take 30 min for pancakes and eggs,Negatif,Positif
319,this place is amazing,Positif,Positif
320,sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,Negatif,Positif
321,the staff is great the food is delish and they have an incredible beer selection,Positif,Positif
322,the buffet is small and all the food they offered was bland,Negatif,Positif
323,i didnt know pulled pork could be soooo delicious,Positif,Positif
324,definitely a turn off for me  i doubt ill be back unless someone else is buying,Negatif,Positif
325,you get incredibly fresh fish prepared with care,Positif,Positif
326,i find wasting food to be despicable but this just wasnt food,Negatif,Positif
327,i love the fact that everything on their menu is worth it,Positif,Positif
328,my wife had the lobster bisque soup which was lukewarm,Negatif,Positif
329,the food was excellent and service was very good,Positif,Positif
330,i left with a stomach ache and felt sick the rest of the day,Negatif,Positif
331,good beer  drink selection and good food selection,Positif,Positif
332,they dropped more than the ball,Negatif,Positif
333,good servicecheck,Positif,Positif
334,and the beans and rice were mediocre at best,Negatif,Positif
335,in the summer you can dine in a charming outdoor patio  so very delightful,Positif,Positif
336,i took back my money and got outta there,Negatif,Positif
337,i did not expect this to be so good,Positif,Positif
338,rude  inconsiderate management,Negatif,Positif
339,fantastic food,Positif,Positif
340,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes,Negatif,Positif
341,the food was very good,Positif,Positif
342,i wont be back,Negatif,Positif
343,great food for the price which is very high quality and house made,Positif,Positif
344,the food was terrible,Negatif,Positif
345,back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,Positif,Positif
346,will never ever go back and have told many people what had happened,Negatif,Positif
347,and considering the two of us left there very full and happy for about 20 you just cant go wrong,Positif,Positif
348,i dont recommend unless your car breaks down in front of it and you are starving,Negatif,Positif
349,all the bread is made inhouse,Positif,Positif
350,this place deserves one star and 90 has to do with the food,Negatif,Positif
351,service was exceptional and food was a good as all the reviews,Positif,Positif
352,this is a disgrace,Negatif,Positif
353,a couple of months later i returned and had an amazing meal,Positif,Positif
354,im probably one of the few people to ever go to ians and not like it,Negatif,Positif
355,favorite place in town for shawarrrrrrma,Positif,Positif
356,this one is simply a disappointment,Negatif,Positif
357,the black eyed peas and sweet potatoes unreal,Positif,Positif
358,overall i was very disappointed with the quality of food at bouchon,Negatif,Positif
359,you wont be disappointed,Positif,Positif
360,i dont have to be an accountant to know im getting screwed,Negatif,Positif
361,they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,Positif,Positif
362,left very frustrated,Negatif,Positif
363,both of them were truly unbelievably good and i am so glad we went back,Positif,Positif
364,total waste of time,Negatif,Positif
365,we had fantastic service and were pleased by the atmosphere,Positif,Positif
366,for service i give them no stars,Negatif,Positif
367,i love this place,Positif,Positif
368,i can take a little bad service but the food sucks,Negatif,Positif
369,great service and food,Positif,Positif
370,gave up trying to eat any of the crust teeth still sore,Negatif,Positif
371,omg the food was delicioso,Positif,Positif
372,but now i was completely grossed out,Negatif,Positif
373,of all the dishes the salmon was the best but all were great,Positif,Positif
374,on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,Negatif,Positif
375,the vegetables are so fresh and the sauce feels like authentic thai,Positif,Positif
376,furthermore you cant even find hours of operation on the website,Negatif,Positif
377,its worth driving up from tucson,Positif,Positif
378,weve tried to like this place but after 10 times i think were done with them,Negatif,Positif
379,pretty good beer selection too,Positif,Positif
380,what a mistake that was,Negatif,Positif
381,this place is like chipotle but better,Positif,Positif
382,waiter was a jerk,Negatif,Positif
383,classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,Positif,Positif
384,strike 2 who wants to be rushed,Negatif,Positif
385,5 stars for the brick oven bread app,Positif,Positif
386,i never come again,Negatif,Positif
387,i have eaten here multiple times and each time the food was delicious,Positif,Positif
388,ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,Negatif,Positif
389,everyone is treated equally special,Positif,Positif
390,it was a huge awkward 15lb piece of cow that was 34ths gristle and fat,Negatif,Positif
391,it was delicious,Positif,Positif
392,ill take my business dinner dollars elsewhere,Negatif,Positif
393,on the good side the staff was genuinely pleasant and enthusiastic  a real treat,Positif,Positif
394,nothing special,Negatif,Positif
395,as always the evening was wonderful and the food delicious,Positif,Positif
396,will not be back,Negatif,Positif
397,best fish ive ever had in my life,Positif,Positif
398,sauce was tasteless,Negatif,Positif
399,the bathroom is just next door and very nice,Positif,Positif
400,i dont think well be going back anytime soon,Negatif,Positif
401,this is an outstanding little restaurant with some of the best food i have ever tasted,Positif,Positif
402,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,Negatif,Positif
403,pretty cool i would say,Positif,Positif
404,i was so insulted,Negatif,Positif
405,server did a great job handling our large rowdy table,Positif,Positif
406,the last 3 times i had lunch here has been bad,Negatif,Positif
407,would come back again if i had a sushi craving while in vegas,Positif,Positif
408,the chicken wings contained the driest chicken meat i have ever eaten,Negatif,Positif
409,the staff are great the ambiance is great,Positif,Positif
410,definitely not worth the 3 i paid,Negatif,Positif
411,he deserves 5 stars,Positif,Positif
412,the manager was the worst,Negatif,Positif
413,the dining space is tiny but elegantly decorated and comfortable,Positif,Positif
414,i dont think ill be running back to carlys anytime soon for food,Negatif,Positif
415,they will customize your order any way youd like my usual is eggplant with green bean stir fry love it,Positif,Positif
416,this is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our foodand they kept forgetting things,Negatif,Positif
417,best tacos in town by far,Positif,Positif
418,the one down note is the ventilation could use some upgrading,Negatif,Positif
419,in an interesting part of town this place is amazing,Positif,Positif
420,dont waste your time here,Negatif,Positif
421,they have great dinners,Positif,Positif
422,total letdown i would much rather just go to the camelback flower shop and cartel coffee,Negatif,Positif
423,the service was outshining  i definitely recommend the halibut,Positif,Positif
424,third the cheese on my friends burger was cold,Negatif,Positif
425,i will come back here every time im in vegas,Positif,Positif
426,we asked for the bill to leave without eating and they didnt bring that either,Negatif,Positif
427,def coming back to bowl next time,Positif,Positif
428,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,Negatif,Positif
429,if you want healthy authentic or ethic food try this place,Positif,Positif
430,the selection of food was not the best,Negatif,Positif
431,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area ,Positif,Positif
432,i dont think i will be back for a very long time,Negatif,Positif
433,i have been here several times in the past and the experience has always been great,Positif,Positif
434,it was attached to a gas station and that is rarely a good sign,Negatif,Positif
435,we walked away stuffed and happy about our first vegas buffet experience,Positif,Positif
436,worse of all he humiliated his worker right in front of mebunch of horrible name callings,Negatif,Positif
437,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,Positif,Positif
438,and then tragedy struck,Negatif,Positif
439,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,Positif,Positif
440,id rather eat airline food seriously,Negatif,Positif
441,kids pizza is always a hit too with lots of great side dish options for the kiddos,Positif,Positif
442,i would not recommend this place,Negatif,Positif
443,service is perfect and the family atmosphere is nice to see,Positif,Positif
444,overall i wasnt very impressed with noca,Negatif,Positif
445,cooked to perfection and the service was impeccable,Positif,Positif
446,my gyro was basically lettuce only,Negatif,Positif
447,great place to eat reminds me of the little mom and pop shops in the san francisco bay area,Positif,Positif
448,terrible service,Negatif,Positif
449,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,Positif,Positif
450,thoroughly disappointed,Negatif,Positif
451,ill definitely be in soon again,Positif,Positif
452,it was a drive to get there,Negatif,Positif
453,food was really good and i got full petty fast,Positif,Positif
454,anyway i do not think i will go back there,Negatif,Positif
455,service was fantastic,Positif,Positif
456,a greasy unhealthy meal,Negatif,Positif
457,i dont know what kind it is but they have the best iced tea,Positif,Positif
458,first time there and might just be the last,Negatif,Positif
459,come hungry  leave happy and stuffed,Positif,Positif
460,similarly the delivery man did not say a word of apology when our food was 45 minutes late,Negatif,Positif
461,i can assure you that you wont be disappointed,Positif,Positif
462,and it was way to expensive,Negatif,Positif
463,i really enjoyed eating here,Positif,Positif
464,terrible management,Negatif,Positif
465,first time going but i think i will quickly become a regular,Positif,Positif
466,if there were zero stars i would give it zero stars,Negatif,Positif
467,our server was very nice  and even though he looked a little overwhelmed with all of our needs  he stayed professional and friendly until the end,Positif,Positif
468,worst martini ever,Negatif,Positif
469,from what my dinner companions told meeverything was very fresh with nice texture and taste,Positif,Positif
470,we waited for thirty minutes to be seated although there were 8 vacant tables and we were the only folks waiting,Negatif,Positif
471,no complaints,Positif,Positif
472,i wont try going back there even if its empty,Negatif,Positif
473,this is some seriously good pizza and im an expertconnisseur on the topic,Positif,Positif
474,no im going to eat the potato that i found some strangers hair in it,Negatif,Positif
475,these are the nicest restaurant owners ive ever come across,Positif,Positif
476,not even a hello we will be right with you,Negatif,Positif
477,we loved the biscuits,Positif,Positif
478,the desserts were a bit strange,Negatif,Positif
479,service is quick and friendly,Positif,Positif
480,i guess maybe we went on an off night but it was disgraceful,Negatif,Positif
